Sample	name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
F3S1	Parageobacillus genomosp. 1	1295642	S	61	15	76	0.00078
F3S1	Parageobacillus thermoglucosidasius	1426	S	37	584	621	0.00637
F3S1	Bacillus sp. BS-02	887059	S	43	804	847	0.00869
F3S1	Bacillus sp. N3536	2666127	S	37	228	265	0.00272
F3S1	Bacillus sp. OxB-1	98228	S	21	3	24	0.00025
F3S1	Bacillus sp. X1(2014)	1565991	S	18	5	23	0.00024
F3S1	Bacillus sp. FJAT-22090	1581038	S	14	2	16	0.00016
F3S1	Bacillus cereus	1396	S	36	291	327	0.00335
F3S1	Bacillus sporothermodurans	46224	S	45	8	53	0.00054
F3S1	Bacillus circulans	1397	S	17	2	19	0.00019
F3S1	Psychrobacillus sp. AK 1817	2303505	S	136	811	947	0.00971
F3S1	Psychrobacillus glaciei	2283160	S	51	10	61	0.00063
F3S1	Caldibacillus thermoamylovorans	35841	S	130	48	178	0.00183
F3S1	Lysinibacillus sp. 2017	2169540	S	66	38	104	0.00107
F3S1	Aeribacillus pallidus	33936	S	86	65	151	0.00155
F3S1	Priestia flexa	86664	S	38	15	53	0.00054
F3S1	Amphibacillus xylanus	1449	S	29	2	31	0.00032
F3S1	Alkalihalobacillus clausii	79880	S	22	1	23	0.00024
F3S1	Solibacillus silvestris	76853	S	2287	679	2966	0.03043
F3S1	Solibacillus sp. R5-41	2048654	S	13	4	17	0.00017
F3S1	Sporosarcina ureae	1571	S	263	51	314	0.00322
F3S1	Sporosarcina sp. resist	2762563	S	38	151	189	0.00194
F3S1	Sporosarcina psychrophila	1476	S	22	100	122	0.00125
F3S1	Ureibacillus thermosphaericus	51173	S	219	380	599	0.00614
F3S1	Ureibacillus thermophilus	367743	S	150	131	281	0.00288
F3S1	Kurthia sp. 11kri321	1750719	S	28	8	36	0.00037
F3S1	Macrococcus bohemicus	1903056	S	33	239	272	0.00279
F3S1	Macrococcus sp. IME1552	1898474	S	26	193	219	0.00225
F3S1	Jeotgalicoccus saudimassiliensis	1461582	S	154	24	178	0.00183
F3S1	Staphylococcus aureus	1280	S	10	810	820	0.00841
F3S1	Mammaliicoccus sciuri	1296	S	21	18	39	0.00040
F3S1	Paenibacillus odorifer	189426	S	43	18	61	0.00063
F3S1	Paenibacillus sp. JZ16	1906272	S	13	10	23	0.00024
F3S1	Thermobacillus composti	377615	S	60	5	65	0.00067
F3S1	Romboutsia ilealis	1115758	S	28	90	118	0.00121
F3S1	Clostridium kluyveri	1534	S	21	19	40	0.00041
F3S1	Symbiobacterium thermophilum	2734	S	55	5	60	0.00062
F3S1	Petrocella atlantisensis	2173034	S	29	16	45	0.00046
F3S1	Erysipelothrix larvae	1514105	S	120	20	140	0.00144
F3S1	Erysipelothrix sp. HDW6A	2714928	S	13	2	15	0.00015
F3S1	Erysipelothrix sp. HDW6B	2714929	S	12	7	19	0.00019
F3S1	Erysipelothrix rhusiopathiae	1648	S	28	55	83	0.00085
F3S1	Erysipelothrix inopinata	225084	S	26	3	29	0.00030
F3S1	Turicibacter sp. H121	1712675	S	30	21	51	0.00052
F3S1	Glutamicibacter arilaitensis	256701	S	792	440	1232	0.01264
F3S1	Glutamicibacter nicotianae	37929	S	198	1207	1405	0.01441
F3S1	Glutamicibacter sp. ZJUTW	1155384	S	58	597	655	0.00672
F3S1	Glutamicibacter protophormiae	37930	S	52	66	118	0.00121
F3S1	Arthrobacter sp. YC-RL1	1652545	S	13	11	24	0.00025
F3S1	Micrococcus luteus	1270	S	10	10	20	0.00021
F3S1	Brevibacterium sp. YB235	1496080	S	46	91	137	0.00141
F3S1	Brevibacterium sp. CS2	2575923	S	10	3	13	0.00013
F3S1	Brevibacterium linens	1703	S	17	26	43	0.00044
F3S1	Ornithinimicrobium sp. H23M54	2594265	S	10	0	10	0.00010
F3S1	Corynebacterium xerosis	1725	S	1569	688	2257	0.02315
F3S1	Corynebacterium stationis	1705	S	171	34	205	0.00210
F3S1	Corynebacterium efficiens	152794	S	165	17	182	0.00187
F3S1	Corynebacterium maris	575200	S	110	12	122	0.00125
F3S1	Corynebacterium casei	160386	S	86	140	226	0.00232
F3S1	Corynebacterium glutamicum	1718	S	46	479	525	0.00539
F3S1	Corynebacterium marinum	349751	S	38	15	53	0.00054
F3S1	Corynebacterium provencense	1737425	S	25	3	28	0.00029
F3S1	Corynebacterium testudinoris	136857	S	17	2	19	0.00019
F3S1	Corynebacterium callunae	1721	S	17	5	22	0.00023
F3S1	Corynebacterium nuruki	1032851	S	16	2	18	0.00018
F3S1	Rhodococcus rhodochrous	1829	S	38	49	87	0.00089
F3S1	Dietzia psychralcaliphila	139021	S	11	25	36	0.00037
F3S1	Mycolicibacterium smegmatis	1772	S	19	19	38	0.00039
F3S1	Bifidobacterium pseudolongum	1694	S	1189	192	1381	0.01417
F3S1	Bifidobacterium choerinum	35760	S	48	17	65	0.00067
F3S1	Bifidobacterium animalis	28025	S	10	2	12	0.00012
F3S1	Bifidobacterium longum	216816	S	10	25	35	0.00036
F3S1	Thermobifida fusca	2021	S	154	12	166	0.00170
F3S1	Thermobispora bispora	2006	S	12	1	13	0.00013
F3S1	Micromonospora maris	1003110	S	27	13	40	0.00041
F3S1	Saccharomonospora viridis	1852	S	15	2	17	0.00017
F3S1	Thermus thermophilus	274	S	91	161	252	0.00259
F3S1	Acholeplasma brassicae	61635	S	72	3	75	0.00077
F3S1	Acholeplasma laidlawii	2148	S	38	1	39	0.00040
F3S1	Acholeplasma axanthum	29552	S	17	3	20	0.00021
F3S1	Acinetobacter indicus	756892	S	1479	1515	2994	0.03071
F3S1	Acinetobacter lwoffii	28090	S	194	854	1048	0.01075
F3S1	Acinetobacter sp. YH12138	2601122	S	19	22	41	0.00042
F3S1	Acinetobacter sp. 10FS3-1	2563897	S	12	26	38	0.00039
F3S1	Acinetobacter sp. NEB149	2725684	S	12	130	142	0.00146
F3S1	Acinetobacter variabilis	70346	S	35	112	147	0.00151
F3S1	Acinetobacter towneri	202956	S	19	91	110	0.00113
F3S1	Acinetobacter schindleri	108981	S	15	21	36	0.00037
F3S1	Psychrobacter sp. PRwf-1	349106	S	89	186	275	0.00282
F3S1	Psychrobacter sp. YP14	2203895	S	17	37	54	0.00055
F3S1	Psychrobacter sp.	56811	S	15	32	47	0.00048
F3S1	Psychrobacter sp. KCTC 72983	2733866	S	14	41	55	0.00056
F3S1	Psychrobacter arenosus	256326	S	10	2	12	0.00012
F3S1	Moraxella osloensis	34062	S	12	2	14	0.00014
F3S1	Pseudomonas sp. C27(2019)	2604941	S	52	36	88	0.00090
F3S1	Pseudomonas litoralis	797277	S	17	81	98	0.00101
F3S1	Pseudoxanthomonas suwonensis	314722	S	218	194	412	0.00423
F3S1	Providencia heimbachae	333962	S	89	34	123	0.00126
F3S1	Proteus vulgaris	585	S	13	30	43	0.00044
F3S1	Comamonas kerstersii	225992	S	119	65	184	0.00189
F3S1	Comamonas testosteroni	285	S	15	28	43	0.00044
F3S1	Advenella kashmirensis	310575	S	11	5	16	0.00016
F3S1	Oligella ureolytica	90244	S	10	5	15	0.00015
F3S1	Brucella intermedia	94625	S	21	40	61	0.00063
F3S1	Paracoccus kondratievae	135740	S	19	66	85	0.00087
F3S1	Empedobacter stercoris	1628248	S	896	342	1238	0.01270
F3S1	Empedobacter falsenii	343874	S	14	10	24	0.00025
F3S1	Myroides odoratimimus	76832	S	12	42	54	0.00055
F3S1	Sphingobacterium daejeonense	371142	S	495	95	590	0.00605
F3S1	Sphingobacterium hotanense	649196	S	227	42	269	0.00276
F3S1	Sphingobacterium mizutaii	1010	S	10	0	10	0.00010
F3S1	Bacteroides coprosuis	151276	S	151	144	295	0.00303
F3S1	Methanobrevibacter millerae	230361	S	39	24	63	0.00065
F3S1	Methanosphaera sp. BMS	1789762	S	10	1	11	0.00011
F3S1	Homo sapiens	9606	S	24	20	44	0.00045
F3S2	Ureibacillus thermosphaericus	51173	S	23907	15152	39059	0.48563
F3S2	Ureibacillus thermophilus	367743	S	8883	2732	11615	0.14441
F3S2	Solibacillus silvestris	76853	S	10	1	11	0.00014
F3S2	Geobacillus sp. WCH70	471223	S	276	2744	3020	0.03755
F3S2	Geobacillus sp. E263	391290	S	157	1479	1636	0.02034
F3S2	Geobacillus sp. 44B	1963023	S	57	15	72	0.00090
F3S2	Geobacillus sp. 44C	1963024	S	41	532	573	0.00712
F3S2	Geobacillus sp. 47C-IIb	1963026	S	13	310	323	0.00402
F3S2	Geobacillus thermocatenulatus	33938	S	51	44	95	0.00118
F3S2	Geobacillus thermoleovorans	33941	S	33	381	414	0.00515
F3S2	Geobacillus kaustophilus	1462	S	13	127	140	0.00174
F3S2	Geobacillus stearothermophilus	1422	S	123	189	312	0.00388
F3S2	Geobacillus thermodenitrificans	33940	S	107	672	779	0.00969
F3S2	Geobacillus subterraneus	129338	S	42	26	68	0.00085
F3S2	Geobacillus zalihae	213419	S	35	264	299	0.00372
F3S2	Geobacillus genomosp. 3	1921421	S	21	5	26	0.00032
F3S2	Aeribacillus pallidus	33936	S	559	240	799	0.00993
F3S2	Caldibacillus thermoamylovorans	35841	S	408	97	505	0.00628
F3S2	Bacillus smithii	1479	S	133	77	210	0.00261
F3S2	Bacillus sp. OxB-1	98228	S	31	4	35	0.00044
F3S2	Bacillus sp. X1(2014)	1565991	S	26	18	44	0.00055
F3S2	Bacillus cohnii	33932	S	12	5	17	0.00021
F3S2	Parageobacillus thermoglucosidasius	1426	S	128	1733	1861	0.02314
F3S2	Parageobacillus toebii	153151	S	101	1393	1494	0.01858
F3S2	Parageobacillus genomosp. 1	1295642	S	14	3	17	0.00021
F3S2	Priestia megaterium	1404	S	113	551	664	0.00826
F3S2	Anoxybacillus amylolyticus	294699	S	25	2	27	0.00034
F3S2	Anoxybacillus flavithermus	33934	S	22	39	61	0.00076
F3S2	Anoxybacillus gonensis	198467	S	11	25	36	0.00045
F3S2	Weizmannia coagulans	1398	S	109	24	133	0.00165
F3S2	Neobacillus thermocopriae	1215031	S	77	199	276	0.00343
F3S2	Alkalihalobacillus halodurans	86665	S	17	7	24	0.00030
F3S2	Cytobacillus oceanisediminis	665099	S	12	2	14	0.00017
F3S2	Amphibacillus xylanus	1449	S	10	0	10	0.00012
F3S2	Macrococcus sp. IME1552	1898474	S	33	239	272	0.00338
F3S2	Macrococcus bohemicus	1903056	S	24	168	192	0.00239
F3S2	Staphylococcus hominis	1290	S	13	59	72	0.00090
F3S2	Jeotgalicoccus saudimassiliensis	1461582	S	70	4	74	0.00092
F3S2	Paenibacillus sp. JZ16	1906272	S	28	33	61	0.00076
F3S2	Thermobacillus composti	377615	S	60	7	67	0.00083
F3S2	Novibacillus thermophilus	1471761	S	111	7	118	0.00147
F3S2	Jeotgalibaca porci	1868793	S	681	358	1039	0.01292
F3S2	Jeotgalibaca arthritidis	1868794	S	420	1022	1442	0.01793
F3S2	Jeotgalibaca sp. PTS2502	1903686	S	87	209	296	0.00368
F3S2	Jeotgalibaca ciconiae	2496265	S	10	3	13	0.00016
F3S2	Streptococcus suis	1307	S	286	146	432	0.00537
F3S2	Streptococcus parauberis	1348	S	137	113	250	0.00311
F3S2	Streptococcus uberis	1349	S	52	19	71	0.00088
F3S2	Streptococcus thermophilus	1308	S	30	29	59	0.00073
F3S2	Streptococcus equinus	1335	S	22	67	89	0.00111
F3S2	Lactococcus raffinolactis	1366	S	117	51	168	0.00209
F3S2	Lactococcus cremoris	1359	S	92	109	201	0.00250
F3S2	Lactococcus garvieae	1363	S	31	47	78	0.00097
F3S2	Aerococcus urinaeequi	51665	S	478	483	961	0.01195
F3S2	Aerococcus viridans	1377	S	21	36	57	0.00071
F3S2	Ligilactobacillus acidipiscis	89059	S	16	18	34	0.00042
F3S2	Lentilactobacillus buchneri	1581	S	14	6	20	0.00025
F3S2	Enterococcus faecalis	1351	S	42	41	83	0.00103
F3S2	Enterococcus cecorum	44008	S	32	17	49	0.00061
F3S2	Enterococcus avium	33945	S	15	10	25	0.00031
F3S2	Enterococcus faecium	1352	S	11	52	63	0.00078
F3S2	Clostridium isatidis	182773	S	456	141	597	0.00742
F3S2	Clostridium bornimense	1216932	S	18	4	22	0.00027
F3S2	Clostridium kluyveri	1534	S	13	0	13	0.00016
F3S2	Symbiobacterium thermophilum	2734	S	515	5	520	0.00647
F3S2	Thermoclostridium stercorarium	1510	S	192	420	612	0.00761
F3S2	Acetivibrio clariflavus	288965	S	69	33	102	0.00127
F3S2	Acetivibrio thermocellus	1515	S	17	27	44	0.00055
F3S2	Acetivibrio saccincola	1677857	S	17	7	24	0.00030
F3S2	Pseudoclostridium thermosuccinogenes	84032	S	11	1	12	0.00015
F3S2	Romboutsia ilealis	1115758	S	27	54	81	0.00101
F3S2	Blautia producta	33035	S	12	7	19	0.00024
F3S2	Herbinix luporum	1679721	S	12	6	18	0.00022
F3S2	Thermoanaerobacterium thermosaccharolyticum	1517	S	19	6	25	0.00031
F3S2	Keratinibaculum paraultunense	1278232	S	106	105	211	0.00262
F3S2	Turicibacter sp. H121	1712675	S	53	29	82	0.00102
F3S2	Corynebacterium xerosis	1725	S	648	502	1150	0.01430
F3S2	Corynebacterium stationis	1705	S	162	46	208	0.00259
F3S2	Corynebacterium maris	575200	S	85	18	103	0.00128
F3S2	Corynebacterium casei	160386	S	60	216	276	0.00343
F3S2	Corynebacterium glutamicum	1718	S	50	565	615	0.00765
F3S2	Corynebacterium efficiens	152794	S	31	5	36	0.00045
F3S2	Corynebacterium sp. LMM-1652	2487892	S	19	3	22	0.00027
F3S2	Corynebacterium camporealensis	161896	S	21	4	25	0.00031
F3S2	Corynebacterium humireducens	1223514	S	19	5	24	0.00030
F3S2	Corynebacterium marinum	349751	S	17	11	28	0.00035
F3S2	Corynebacterium nuruki	1032851	S	15	3	18	0.00022
F3S2	Corynebacterium variabile	1727	S	13	15	28	0.00035
F3S2	Corynebacterium flavescens	28028	S	10	2	12	0.00015
F3S2	Rhodococcus rhodochrous	1829	S	161	232	393	0.00489
F3S2	Mycolicibacterium smegmatis	1772	S	32	18	50	0.00062
F3S2	Mycolicibacterium phlei	1771	S	14	12	26	0.00032
F3S2	Dietzia lutea	546160	S	13	52	65	0.00081
F3S2	Bifidobacterium pseudolongum	1694	S	728	142	870	0.01082
F3S2	Bifidobacterium choerinum	35760	S	41	26	67	0.00083
F3S2	Bifidobacterium longum	216816	S	19	33	52	0.00065
F3S2	Glutamicibacter nicotianae	37929	S	16	130	146	0.00182
F3S2	Glutamicibacter sp. ZJUTW	1155384	S	11	154	165	0.00205
F3S2	Brevibacterium sp. YB235	1496080	S	32	93	125	0.00155
F3S2	Brevibacterium aurantiacum	273384	S	10	27	37	0.00046
F3S2	Microbacterium sediminis	904291	S	11	77	88	0.00109
F3S2	Streptomyces tendae	1932	S	10	147	157	0.00195
F3S2	Micromonospora maris	1003110	S	104	71	175	0.00218
F3S2	Thermobifida fusca	2021	S	93	14	107	0.00133
F3S2	Thermobispora bispora	2006	S	35	8	43	0.00053
F3S2	Tessaracoccus aquimaris	1332264	S	11	19	30	0.00037
F3S2	Flaviflexus sp. H23T48	2496867	S	17	6	23	0.00029
F3S2	Schaalia sp. JY-X169	2758572	S	12	0	12	0.00015
F3S2	Thermus thermophilus	274	S	109	196	305	0.00379
F3S2	Sphaerobacter thermophilus	2057	S	25	0	25	0.00031
F3S2	Acinetobacter indicus	756892	S	325	421	746	0.00928
F3S2	Pseudoxanthomonas suwonensis	314722	S	47	66	113	0.00140
F3S2	Brucella intermedia	94625	S	111	159	270	0.00336
F3S2	Paracoccus kondratievae	135740	S	50	113	163	0.00203
F3S2	Comamonas kerstersii	225992	S	35	32	67	0.00083
F3S2	Schlegelella thermodepolymerans	215580	S	10	8	18	0.00022
F3S2	Sphingobacterium daejeonense	371142	S	44	12	56	0.00070
F3S2	Sphingobacterium hotanense	649196	S	24	8	32	0.00040
F3S2	Methanobrevibacter millerae	230361	S	13	26	39	0.00048
F3S2	Methanosphaera sp. BMS	1789762	S	22	4	26	0.00032
F3M1	Corynebacterium xerosis	1725	S	1021	960	1981	0.05029
F3M1	Corynebacterium stationis	1705	S	229	78	307	0.00779
F3M1	Corynebacterium maris	575200	S	154	38	192	0.00487
F3M1	Corynebacterium nuruki	1032851	S	113	28	141	0.00358
F3M1	Corynebacterium casei	160386	S	91	390	481	0.01221
F3M1	Corynebacterium sp. LMM-1652	2487892	S	28	7	35	0.00089
F3M1	Corynebacterium glutamicum	1718	S	44	558	602	0.01528
F3M1	Corynebacterium efficiens	152794	S	32	6	38	0.00096
F3M1	Corynebacterium camporealensis	161896	S	32	9	41	0.00104
F3M1	Corynebacterium marinum	349751	S	25	19	44	0.00112
F3M1	Corynebacterium variabile	1727	S	25	35	60	0.00152
F3M1	Corynebacterium jeikeium	38289	S	22	74	96	0.00244
F3M1	Corynebacterium humireducens	1223514	S	15	4	19	0.00048
F3M1	Corynebacterium testudinoris	136857	S	14	3	17	0.00043
F3M1	Corynebacterium striatum	43770	S	12	17	29	0.00074
F3M1	Rhodococcus rhodochrous	1829	S	351	430	781	0.01983
F3M1	Rhodococcus pyridinivorans	103816	S	13	153	166	0.00421
F3M1	Mycolicibacterium smegmatis	1772	S	202	114	316	0.00802
F3M1	Mycolicibacterium phlei	1771	S	61	52	113	0.00287
F3M1	Mycolicibacterium hassiacum	46351	S	12	8	20	0.00051
F3M1	Dietzia lutea	546160	S	34	56	90	0.00228
F3M1	Dietzia sp. oral taxon 368	712270	S	18	41	59	0.00150
F3M1	Dietzia psychralcaliphila	139021	S	19	15	34	0.00086
F3M1	Gordonia iterans	1004901	S	11	56	67	0.00170
F3M1	Bifidobacterium pseudolongum	1694	S	3024	679	3703	0.09401
F3M1	Bifidobacterium choerinum	35760	S	74	57	131	0.00333
F3M1	Bifidobacterium longum	216816	S	31	36	67	0.00170
F3M1	Bifidobacterium animalis	28025	S	17	8	25	0.00063
F3M1	Brevibacterium sp. YB235	1496080	S	209	495	704	0.01787
F3M1	Brevibacterium sp. CS2	2575923	S	22	39	61	0.00155
F3M1	Brevibacterium linens	1703	S	90	173	263	0.00668
F3M1	Brevibacterium aurantiacum	273384	S	33	76	109	0.00277
F3M1	Glutamicibacter nicotianae	37929	S	43	307	350	0.00889
F3M1	Glutamicibacter sp. ZJUTW	1155384	S	14	156	170	0.00432
F3M1	Glutamicibacter arilaitensis	256701	S	13	26	39	0.00099
F3M1	Kocuria rosea	1275	S	16	13	29	0.00074
F3M1	Microbacterium sediminis	904291	S	45	267	312	0.00792
F3M1	Thermobifida fusca	2021	S	893	179	1072	0.02721
F3M1	Nocardiopsis alba	53437	S	13	4	17	0.00043
F3M1	Thermobispora bispora	2006	S	125	32	157	0.00399
F3M1	Micromonospora maris	1003110	S	248	139	387	0.00982
F3M1	Tessaracoccus flavescens	399497	S	30	43	73	0.00185
F3M1	Brevilactibacter sp. MC1595	2819349	S	14	25	39	0.00099
F3M1	Streptomyces tendae	1932	S	10	194	204	0.00518
F3M1	Saccharomonospora viridis	1852	S	145	37	182	0.00462
F3M1	Flaviflexus sp. H23T48	2496867	S	38	17	55	0.00140
F3M1	Trueperella pyogenes	1661	S	25	30	55	0.00140
F3M1	Schaalia sp. JY-X169	2758572	S	16	0	16	0.00041
F3M1	Denitrobacterium detoxificans	79604	S	16	21	37	0.00094
F3M1	Olsenella umbonata	604330	S	11	12	23	0.00058
F3M1	Collinsella aerofaciens	74426	S	12	7	19	0.00048
F3M1	Jeotgalibaca porci	1868793	S	1293	875	2168	0.05504
F3M1	Jeotgalibaca arthritidis	1868794	S	554	1472	2026	0.05143
F3M1	Jeotgalibaca sp. PTS2502	1903686	S	160	398	558	0.01417
F3M1	Jeotgalibaca ciconiae	2496265	S	37	16	53	0.00135
F3M1	Jeotgalibaca dankookensis	708126	S	17	2	19	0.00048
F3M1	Carnobacterium maltaromaticum	2751	S	22	8	30	0.00076
F3M1	Lactococcus garvieae	1363	S	247	475	722	0.01833
F3M1	Lactococcus raffinolactis	1366	S	138	76	214	0.00543
F3M1	Lactococcus lactis	1358	S	12	66	78	0.00198
F3M1	Streptococcus parauberis	1348	S	252	246	498	0.01264
F3M1	Streptococcus uberis	1349	S	65	19	84	0.00213
F3M1	Streptococcus equinus	1335	S	17	38	55	0.00140
F3M1	Streptococcus suis	1307	S	13	21	34	0.00086
F3M1	Weissella jogaejeotgali	1631871	S	68	44	112	0.00284
F3M1	Weissella paramesenteroides	1249	S	64	32	96	0.00244
F3M1	Ligilactobacillus salivarius	1624	S	41	29	70	0.00178
F3M1	Ligilactobacillus acidipiscis	89059	S	18	12	30	0.00076
F3M1	Ligilactobacillus ruminis	1623	S	17	4	21	0.00053
F3M1	Lentilactobacillus buchneri	1581	S	38	9	47	0.00119
F3M1	Limosilactobacillus mucosae	97478	S	10	2	12	0.00030
F3M1	Amylolactobacillus amylophilus	1603	S	21	19	40	0.00102
F3M1	Pediococcus acidilactici	1254	S	10	6	16	0.00041
F3M1	Paucilactobacillus nenjiangensis	1296540	S	11	10	21	0.00053
F3M1	Levilactobacillus brevis	1580	S	11	9	20	0.00051
F3M1	Fructilactobacillus fructivorans	1614	S	11	1	12	0.00030
F3M1	Loigolactobacillus coryniformis	1610	S	10	9	19	0.00048
F3M1	Aerococcus urinaeequi	51665	S	180	188	368	0.00934
F3M1	Aerococcus viridans	1377	S	34	56	90	0.00228
F3M1	Enterococcus faecalis	1351	S	56	63	119	0.00302
F3M1	Enterococcus faecium	1352	S	38	228	266	0.00675
F3M1	Enterococcus hirae	1354	S	29	23	52	0.00132
F3M1	Enterococcus avium	33945	S	27	17	44	0.00112
F3M1	Enterococcus cecorum	44008	S	20	15	35	0.00089
F3M1	Enterococcus casseliflavus	37734	S	16	37	53	0.00135
F3M1	Enterococcus gilvus	160453	S	16	8	24	0.00061
F3M1	Tetragenococcus koreensis	290335	S	12	4	16	0.00041
F3M1	Bacillus circulans	1397	S	40	20	60	0.00152
F3M1	Bacillus sp. BS-02	887059	S	15	454	469	0.01191
F3M1	Bacillus oleronius	38875	S	15	11	26	0.00066
F3M1	Bacillus pumilus	1408	S	13	391	404	0.01026
F3M1	Alkalihalobacillus clausii	79880	S	220	40	260	0.00660
F3M1	Caldibacillus thermoamylovorans	35841	S	73	68	141	0.00358
F3M1	Weizmannia coagulans	1398	S	18	8	26	0.00066
F3M1	Cytobacillus kochii	859143	S	10	4	14	0.00036
F3M1	Macrococcus sp. IME1552	1898474	S	46	379	425	0.01079
F3M1	Macrococcus bohemicus	1903056	S	35	279	314	0.00797
F3M1	Mammaliicoccus sciuri	1296	S	192	155	347	0.00881
F3M1	Staphylococcus pseudoxylosus	2282419	S	17	65	82	0.00208
F3M1	Staphylococcus hominis	1290	S	14	52	66	0.00168
F3M1	Jeotgalicoccus saudimassiliensis	1461582	S	33	5	38	0.00096
F3M1	Ureibacillus thermosphaericus	51173	S	175	171	346	0.00878
F3M1	Ureibacillus thermophilus	367743	S	57	25	82	0.00208
F3M1	Paenibacillus sp. JZ16	1906272	S	24	54	78	0.00198
F3M1	Paenibacillus ihbetae	1870820	S	12	8	20	0.00051
F3M1	Thermobacillus composti	377615	S	87	5	92	0.00234
F3M1	Thermoactinomyces vulgaris	2026	S	52	9	61	0.00155
F3M1	Romboutsia ilealis	1115758	S	272	518	790	0.02006
F3M1	Romboutsia sp. CE17	2724150	S	43	77	120	0.00305
F3M1	Romboutsia hominis	1507512	S	19	28	47	0.00119
F3M1	Paraclostridium bifermentans	1490	S	22	33	55	0.00140
F3M1	Paeniclostridium sordellii	1505	S	15	20	35	0.00089
F3M1	Clostridioides difficile	1496	S	10	17	27	0.00069
F3M1	Clostridium bornimense	1216932	S	20	144	164	0.00416
F3M1	Clostridium kluyveri	1534	S	11	21	32	0.00081
F3M1	Blautia producta	33035	S	28	28	56	0.00142
F3M1	Butyrivibrio fibrisolvens	831	S	11	17	28	0.00071
F3M1	Ruminococcus sp. JE7A12	2564099	S	21	9	30	0.00076
F3M1	Symbiobacterium thermophilum	2734	S	43	2	45	0.00114
F3M1	Aminipila sp. JN-18	2507160	S	19	11	30	0.00076
F3M1	Turicibacter sp. H121	1712675	S	263	242	505	0.01282
F3M1	Turicibacter sanguinis	154288	S	16	5	21	0.00053
F3M1	Erysipelothrix larvae	1514105	S	25	6	31	0.00079
F3M1	Erysipelothrix rhusiopathiae	1648	S	14	19	33	0.00084
F3M1	Erysipelothrix sp. HDW6A	2714928	S	11	1	12	0.00030
F3M1	Schnuerera ultunensis	45497	S	15	4	19	0.00048
F3M1	Acholeplasma laidlawii	2148	S	102	4	106	0.00269
F3M1	Acholeplasma brassicae	61635	S	76	7	83	0.00211
F3M1	Acholeplasma axanthum	29552	S	56	21	77	0.00195
F3M1	Thermus thermophilus	274	S	17	34	51	0.00129
F3M1	Sphaerobacter thermophilus	2057	S	31	0	31	0.00079
F3M1	Acinetobacter indicus	756892	S	1247	1769	3016	0.07657
F3M1	Acinetobacter variabilis	70346	S	19	82	101	0.00256
F3M1	Acinetobacter lwoffii	28090	S	11	43	54	0.00137
F3M1	Psychrobacter sp. PRwf-1	349106	S	23	85	108	0.00274
F3M1	Pseudoxanthomonas suwonensis	314722	S	460	432	892	0.02264
F3M1	Luteimonas sp. MC1750	2799326	S	23	45	68	0.00173
F3M1	Luteimonas sp. JM171	1896164	S	11	7	18	0.00046
F3M1	Brucella intermedia	94625	S	301	379	680	0.01726
F3M1	Paracoccus kondratievae	135740	S	362	410	772	0.01960
F3M1	Paracoccus pantotrophus	82367	S	40	51	91	0.00231
F3M1	Comamonas kerstersii	225992	S	38	40	78	0.00198
F3M1	Comamonas testosteroni	285	S	11	33	44	0.00112
F3M1	Schlegelella thermodepolymerans	215580	S	24	24	48	0.00122
F3M1	Advenella kashmirensis	310575	S	26	16	42	0.00107
F3M1	Oligella ureolytica	90244	S	29	34	63	0.00160
F3M1	Sphingobacterium daejeonense	371142	S	2585	418	3003	0.07624
F3M1	Sphingobacterium hotanense	649196	S	836	143	979	0.02485
F3M1	Sphingobacterium mizutaii	1010	S	28	1	29	0.00074
F3M1	Sphingobacterium sp. 21	743722	S	10	47	57	0.00145
F3M1	Sphingobacterium thalpophilum	259	S	19	10	29	0.00074
F3M1	Bacteroides coprosuis	151276	S	81	9	90	0.00228
F3M1	Bacteroides uniformis	820	S	62	470	532	0.01351
F3M1	Bacteroides intestinalis	329854	S	36	15	51	0.00129
F3M1	Bacteroides helcogenes	290053	S	20	3	23	0.00058
F3M1	Bacteroides fragilis	817	S	13	88	101	0.00256
F3M1	Petrimonas mucosa	1642646	S	83	7	90	0.00228
F3M1	Parabacteroides distasonis	823	S	22	55	77	0.00195
F3M1	Empedobacter stercoris	1628248	S	25	27	52	0.00132
F3M1	Myroides odoratimimus	76832	S	11	30	41	0.00104
F3M1	Leadbetterella byssophila	316068	S	20	3	23	0.00058
F3M1	Akkermansia muciniphila	239935	S	11	0	11	0.00028
F3M1	Methanobrevibacter millerae	230361	S	63	23	86	0.00218
F3M1	Methanobrevibacter sp. YE315	1609968	S	13	4	17	0.00043
F3M1	Homo sapiens	9606	S	10	4	14	0.00036
F2M1	Jeotgalibaca porci	1868793	S	1038	895	1933	0.15294
F2M1	Jeotgalibaca arthritidis	1868794	S	223	547	770	0.06092
F2M1	Jeotgalibaca sp. PTS2502	1903686	S	57	123	180	0.01424
F2M1	Jeotgalibaca dankookensis	708126	S	25	6	31	0.00245
F2M1	Jeotgalibaca ciconiae	2496265	S	15	8	23	0.00182
F2M1	Carnobacterium maltaromaticum	2751	S	16	5	21	0.00166
F2M1	Aerococcus urinaeequi	51665	S	139	197	336	0.02658
F2M1	Aerococcus viridans	1377	S	14	26	40	0.00316
